Arquivo,Resultado,Tempo,Caminho
tsp2_1248.txt,1248,0.0003,['0 -> 5 = 200', '5 -> 4 = 273', '4 -> 3 = 223', '3 -> 2 = 170', '2 -> 1 = 318', '1 -> 0 = 64']
